KEGG_ID	Metabolism	Pathways	Genes	Genes_name	Isoforms
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	GALC	galactosylceramidase	galactosylceramidase
hsa00052	Carbohydrate metabolism	Galactose metabolism - Homo sapiens (human)	GALE	UDP-galactose-4-epimerase	UDP-galactose-4-epimerase
hsa00052	Carbohydrate metabolism	Galactose metabolism - Homo sapiens (human)	GALK1	galactokinase	galactokinase 1
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	GALK2	galactokinase	galactokinase 2
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	GALM	galactose	galactose mutarotase
hsa00052	Carbohydrate metabolism	Galactose metabolism - Homo sapiens (human)	GALT	galactose-1-phosphate	galactose-1-phosphate uridylyltransferase
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	GAMT	guanidinoacetate	guanidinoacetate N-methyltransferase
hsa00052	Carbohydrate metabolism	Galactose metabolism - Homo sapiens (human)	GANC	glucosidase	glucosidase alpha, neutral C
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	GAPDH	glyceraldehyde-3-phosphate	glyceraldehyde-3-phosphate dehydrogenase
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	GAPDHS	glyceraldehyde-3-phosphate	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	GART	phosphoribosylglycinamide	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	GATM	glycine	glycine amidinotransferase
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	GBA2	glucosylceramidase	glucosylceramidase beta 2
hsa00500	Carbohydrate metabolism	Starch and sucrose metabolism - Homo sapiens (human)	GBA3	glucosylceramidase	glucosylceramidase beta 3 (gene/pseudogene)
hsa00500	Carbohydrate metabolism	Starch and sucrose metabolism - Homo sapiens (human)	GBE1	1,4-alpha-glucan	1,4-alpha-glucan branching enzyme 1
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	GCAT	glycine	glycine C-acetyltransferase
hsa00071	Lipid metabolism	Fatty acid degradation - Homo sapiens (human)	GCDH	glutaryl-CoA	glutaryl-CoA dehydrogenase
hsa00790	Metabolism of cofactors and vitamins	Folate biosynthesis - Homo sapiens (human)	GCH1	GTP	GTP cyclohydrolase 1
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	GCK	glucokinase	glucokinase
hsa00270	Amino acid metabolism	Cysteine and methionine metabolism - Homo sapiens (human)	GCLC	glutamate-cysteine	glutamate-cysteine ligase catalytic subunit
hsa00270	Amino acid metabolism	Cysteine and methionine metabolism - Homo sapiens (human)	GCLM	glutamate-cysteine	glutamate-cysteine ligase modifier subunit
hsa00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	GCSH	glycine	glycine cleavage system protein H
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	GDA	guanine	guanine deaminase
hsa00565	Lipid metabolism	Ether lipid metabolism - Homo sapiens (human)	GDPD1	glycerophosphodiester	glycerophosphodiester phosphodiesterase domain containing 1
hsa00565	Lipid metabolism	Ether lipid metabolism - Homo sapiens (human)	GDPD3	glycerophosphodiester	glycerophosphodiester phosphodiesterase domain containing 3
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	GFPT1	glutamine--fructose-6-phosphate	glutamine--fructose-6-phosphate transaminase 1
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	GFPT2	glutamine-fructose-6-phosphate	glutamine-fructose-6-phosphate transaminase 2
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GGCT	gamma-glutamylcyclotransferase	gamma-glutamylcyclotransferase
hsa00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	GGCX	gamma-glutamyl	gamma-glutamyl carboxylase
hsa00790	Metabolism of cofactors and vitamins	Folate biosynthesis - Homo sapiens (human)	GGH	gamma-glutamyl	gamma-glutamyl hydrolase
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	GGT1	gamma-glutamyltransferase	gamma-glutamyltransferase 1
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	GGT5	gamma-glutamyltransferase	gamma-glutamyltransferase 5
hsa00430	Metabolism of other amino acids	Taurine and hypotaurine metabolism - Homo sapiens (human)	GGT6	gamma-glutamyltransferase	gamma-glutamyltransferase 6
hsa00430	Metabolism of other amino acids	Taurine and hypotaurine metabolism - Homo sapiens (human)	GGT7	gamma-glutamyltransferase	gamma-glutamyltransferase 7
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	GK	glycerol	glycerol kinase
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	GK2	glycerol	glycerol kinase 2
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	GK3	glycerol	glycerol kinase 3
hsa00052	Carbohydrate metabolism	Galactose metabolism - Homo sapiens (human)	GLA	galactosidase	galactosidase alpha
hsa00052	Carbohydrate metabolism	Galactose metabolism - Homo sapiens (human)	GLB1	galactosidase	galactosidase beta 1
hsa00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	GLDC	glycine	glycine decarboxylase
hsa00620	Carbohydrate metabolism	Pyruvate metabolism - Homo sapiens (human)	GLO1	glyoxalase	glyoxalase I
hsa00250	Amino acid metabolism	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	GLS	glutaminase	glutaminase
hsa00250	Amino acid metabolism	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	GLS2	glutaminase	glutaminase 2
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	GLUD1	glutamate	glutamate dehydrogenase 1
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	GLUD2	glutamate	glutamate dehydrogenase 2
hsa00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	GLUL	glutamate-ammonia	glutamate-ammonia ligase
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	GLYCTK	glycerate	glycerate kinase
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	GM2A	ganglioside	ganglioside GM2 activator
hsa00051	Carbohydrate metabolism	Fructose and mannose metabolism - Homo sapiens (human)	GMDS	GDP-mannose	GDP-mannose 4,6-dehydratase
hsa00051	Carbohydrate metabolism	Fructose and mannose metabolism - Homo sapiens (human)	GMPPA	GDP-mannose	GDP-mannose pyrophosphorylase A
hsa00051	Carbohydrate metabolism	Fructose and mannose metabolism - Homo sapiens (human)	GMPPB	GDP-mannose	GDP-mannose pyrophosphorylase B
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	GMPR	guanosine	guanosine monophosphate reductase
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	GMPR2	guanosine	guanosine monophosphate reductase 2
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	GMPS	guanine	guanine monophosphate synthase
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	GNE	glucosamine	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	GNMT	glycine	glycine N-methyltransferase
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	GNPAT	glyceronephosphate	glyceronephosphate O-acyltransferase
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	GNPDA1	glucosamine-6-phosphate	glucosamine-6-phosphate deaminase 1
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	GNPDA2	glucosamine-6-phosphate	glucosamine-6-phosphate deaminase 2
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	GNPNAT1	glucosamine-phosphate	glucosamine-phosphate N-acetyltransferase 1
hsa00250	Amino acid metabolism	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	GOT1	glutamic-oxaloacetic	glutamic-oxaloacetic transaminase 1
hsa00250	Amino acid metabolism	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	GOT1L1	glutamic-oxaloacetic	glutamic-oxaloacetic transaminase 1 like 1
hsa00250	Amino acid metabolism	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	GOT2	glutamic-oxaloacetic	glutamic-oxaloacetic transaminase 2
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	GPAM	glycerol-3-phosphate	glycerol-3-phosphate acyltransferase, mitochondrial
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	GPAT2	glycerol-3-phosphate	glycerol-3-phosphate acyltransferase 2, mitochondrial
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	GPCPD1	glycerophosphocholine	glycerophosphocholine phosphodiesterase 1
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	GPD1	glycerol-3-phosphate	glycerol-3-phosphate dehydrogenase 1
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	GPD1L	glycerol-3-phosphate	glycerol-3-phosphate dehydrogenase 1 like
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	GPD2	glycerol-3-phosphate	glycerol-3-phosphate dehydrogenase 2
hsa00790	Metabolism of cofactors and vitamins	Folate biosynthesis - Homo sapiens (human)	GPHN	gephyrin	gephyrin
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	GPI	glucose-6-phosphate	glucose-6-phosphate isomerase
hsa00250	Amino acid metabolism	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	GPT	glutamic--pyruvic	glutamic--pyruvic transaminase
hsa00250	Amino acid metabolism	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	GPT2	glutamic--pyruvic	glutamic--pyruvic transaminase 2
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GPX1	glutathione	glutathione peroxidase 1
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GPX2	glutathione	glutathione peroxidase 2
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GPX3	glutathione	glutathione peroxidase 3
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	GPX4	glutathione	glutathione peroxidase 4
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GPX5	glutathione	glutathione peroxidase 5
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GPX6	glutathione	glutathione peroxidase 6
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GPX7	glutathione	glutathione peroxidase 7
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GPX8	glutathione	glutathione peroxidase 8 (putative)
hsa00620	Carbohydrate metabolism	Pyruvate metabolism - Homo sapiens (human)	GRHPR	glyoxylate	glyoxylate and hydroxypyruvate reductase
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSR	glutathione-disulfide	glutathione-disulfide reductase
hsa00270	Amino acid metabolism	Cysteine and methionine metabolism - Homo sapiens (human)	GSS	glutathione	glutathione synthetase
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTA1	glutathione	glutathione S-transferase alpha 1
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTA2	glutathione	glutathione S-transferase alpha 2
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTA3	glutathione	glutathione S-transferase alpha 3
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTA4	glutathione	glutathione S-transferase alpha 4
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTA5	glutathione	glutathione S-transferase alpha 5
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTK1	glutathione	glutathione S-transferase kappa 1
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTM1	glutathione	glutathione S-transferase mu 1
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTM2	glutathione	glutathione S-transferase mu 2
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTM3	glutathione	glutathione S-transferase mu 3
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTM4	glutathione	glutathione S-transferase mu 4
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTM5	glutathione	glutathione S-transferase mu 5
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTO1	glutathione	glutathione S-transferase omega 1
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTO2	glutathione	glutathione S-transferase omega 2
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTP1	glutathione	glutathione S-transferase pi 1
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTT1	glutathione	glutathione S-transferase theta 1
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTT2	glutathione	glutathione S-transferase theta 2 (gene/pseudogene)
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTT2B	glutathione	glutathione S-transferase theta 2B
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	GSTTP1	glutathione	glutathione S-transferase theta 4
hsa00350	Amino acid metabolism	Tyrosine metabolism - Homo sapiens (human)	GSTZ1	glutathione	glutathione S-transferase zeta 1
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	GUCY1A2	guanylate	guanylate cyclase 1 soluble subunit alpha 2
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	GUCY1A3	guanylate	guanylate cyclase 1 soluble subunit alpha 1
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	GUCY1B3	guanylate	guanylate cyclase 1 soluble subunit beta 1
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	GUCY2C	guanylate	guanylate cyclase 2C
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	GUCY2D	guanylate	guanylate cyclase 2D, retinal
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	GUCY2F	guanylate	guanylate cyclase 2F, retinal
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	GUK1	guanylate	guanylate kinase 1
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	glucuronidase	glucuronidase beta
hsa00500	Carbohydrate metabolism	Starch and sucrose metabolism - Homo sapiens (human)	GYG1	glycogenin	glycogenin 1
hsa00500	Carbohydrate metabolism	Starch and sucrose metabolism - Homo sapiens (human)	GYG2	glycogenin	glycogenin 2
hsa00500	Carbohydrate metabolism	Starch and sucrose metabolism - Homo sapiens (human)	GYS1	glycogen	glycogen synthase 1
hsa00500	Carbohydrate metabolism	Starch and sucrose metabolism - Homo sapiens (human)	GYS2	glycogen	glycogen synthase 2
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	H6PD	hexose-6-phosphate	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
hsa00380	Amino acid metabolism	Tryptophan metabolism - Homo sapiens (human)	HAAO	3-hydroxyanthranilate	3-hydroxyanthranilate 3,4-dioxygenase
hsa00062	Lipid metabolism	Fatty acid elongation - Homo sapiens (human)	HACD1	3-hydroxyacyl-CoA	3-hydroxyacyl-CoA dehydratase 1
hsa00062	Lipid metabolism	Fatty acid elongation - Homo sapiens (human)	HACD2	3-hydroxyacyl-CoA	3-hydroxyacyl-CoA dehydratase 2
hsa00062	Lipid metabolism	Fatty acid elongation - Homo sapiens (human)	HACD3	3-hydroxyacyl-CoA	3-hydroxyacyl-CoA dehydratase 3
hsa00062	Lipid metabolism	Fatty acid elongation - Homo sapiens (human)	HACD4	3-hydroxyacyl-CoA	3-hydroxyacyl-CoA dehydratase 4
hsa00650	Carbohydrate metabolism	Butanoate metabolism - Homo sapiens (human)	HADH	hydroxyacyl-CoA	hydroxyacyl-CoA dehydrogenase
hsa00640	Carbohydrate metabolism	Propanoate metabolism - Homo sapiens (human)	HADHA	hydroxyacyl-CoA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
hsa00062	Lipid metabolism	Fatty acid elongation - Homo sapiens (human)	HADHB	hydroxyacyl-CoA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
hsa00620	Carbohydrate metabolism	Pyruvate metabolism - Homo sapiens (human)	HAGH	hydroxyacylglutathione	hydroxyacylglutathione hydrolase
hsa00340	Amino acid metabolism	Histidine metabolism - Homo sapiens (human)	HAL	histidine	histidine ammonia-lyase
hsa00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	HAO1	hydroxyacid	hydroxyacid oxidase 1
hsa00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	HAO2	hydroxyacid	hydroxyacid oxidase 2
hsa00860	Metabolism of cofactors and vitamins	Porphyrin metabolism - Homo sapiens (human)	HCCS	holocytochrome	holocytochrome c synthase
hsa00340	Amino acid metabolism	Histidine metabolism - Homo sapiens (human)	HDC	histidine	histidine decarboxylase
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	HDDC2	HD	HD domain containing 2
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	HDDC3	HD	HD domain containing 3
hsa00860	Metabolism of cofactors and vitamins	Porphyrin metabolism - Homo sapiens (human)	HEPH	hephaestin	hephaestin
hsa00860	Metabolism of cofactors and vitamins	Porphyrin metabolism - Homo sapiens (human)	HEPHL1	hephaestin	hephaestin like 1
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	HEXA	hexosaminidase	hexosaminidase subunit alpha
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	HEXB	hexosaminidase	hexosaminidase subunit beta
