ID	LncRNA name	Species	Biological processes	Cellular component	Molecular fucntions	Clinical applications	Disease	Disease category	drug Resistance/chemoresistance/stress	Mutation	Methods	Sample	Organoid	Expression pattern	Function type	Interaction target	Mode of interaction	Expression pattern of Interaction target	Level of interaction	Type of interaction	Detailed Pathway	PMID	Year	Description of disease/function/interaction
EL1841	HOTAIR	Homo sapiens	Apoptosis	N/A	Sponging miRNAs	Disease treatment	chronic obstructive pulmonary disease	Others	N/A	N/A	Western blot, knockdown	non-COPD lung tissues	N/A	up-regulated	interaction	DNMT1	Regulate	down-regulated	lncRNA-miRNA	binding	HOTAIR|bind|DNMT1|inhibit|cell apoptosis and emphysema|repress|hypermethylation of Bcl-2 promoter	36527094	2022	Long noncoding RNA HOTAIR facilitates pulmonary vascular endothelial cell apoptosis via DNMT1 mediated hypermethylation of Bcl-2 promoter in COPD.
EL1841	HOTAIR	Homo sapiens	Apoptosis	N/A	Gene regulation	Disease treatment	acute myeloid leukemia	Cancer	N/A	N/A	qRT-PCR	AML-ADM-sensitive cells	N/A	up-regulated	interaction	DNMT3B	Regulate	down-regulated	lncRNA-mRNA	regulation	HOTAIR|upregulate|DNMT3b|downregulate| PTEN promote|acute myeloid leukemia.	33538241	2021	HOTAIR suppresses PTEN via DNMT3b and confers drug resistance in acute myeloid leukemia.
EL1841	HOTAIR	Homo sapiens	Disease-relevant functions	N/A	Recruiting protein complexes	Metastasis 	oral squamous cell carcinoma	Cancer	N/A	N/A	qRT-PCR, western blot, knockdown	OSCC tissue, cell lines (TSCCA, Tca8223 etc.)	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	HOTAIR |bind|EZH2 |downregulate| E-cadherin|promote| oral squamous cell carcinoma.	25901533	2015	Long non-coding RNA HOTAIR promotes tumor cell invasion and metastasis by recruiting EZH2 and repressing E-cadherin in oral squamous cell carcinoma.
EL1841	HOTAIR	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease treatment	bladder cancer	Cancer	N/A	N/A	qRT-PCR, western blot	bladder cancer tissue	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	EZH2丨regulates丨HOTAIR expression	26457124	2015	Our findings indicate that HOTAIR expression has prognostic value for bladder cancer progression, recurrence, and survival and suggest that HOTAIR plays active roles in modulating the cancer epigenome, becoming an interesting candidate as a target for cancer diagnosis and therapy. The observed HOTAIR regulation by EZH2 and the possibility of modulating EZH2 activity with specific inhibitors open new possible paths to be explored in bladder cancer therapy
EL1841	HOTAIR	Homo sapiens	Cell proliferation	N/A	Recruiting protein complexes	Disease diagnosis	glioblastoma multiforme	Cancer	superparamagnetic iron oxide nanoparticle	N/A	qRT-PCR, knockdown, western blot	Glioma stem cells (GSCs)	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	HOTAIR 丨bind|EZH2 / LSD1|downregulate丨 expression of PDCD4丨upregulate丨expression of CCND1 and CDK4|promote|glioma	27277755	2016	Downregulation of HOTAIR expression effectively promoted the expression of PDCD4, thereby inhibiting the proliferation, invasion and in vivo tumorigenicity of human GSCs.
EL1841	HOTAIR	Homo sapiens	Disease-relevant functions	N/A	Recruiting protein complexes	Disease diagnosis	colorectal cancer	Cancer	N/A	N/A	qRT-PCR,western blot, Knockdown	CRC tissues	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	HOTAIR丨bind丨EZH2|downregulate|miR-218|activate丨NF-κB signaling丨promote丨5FU resistance in CRC	28918035	2017	HOTAIR Was Associated with EZH2, which Subsequently Suppressed miR-218 Expression.
EL1841	HOTAIR	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease diagnosis	pancreatic ductal adenocarcinoma	Cancer	N/A	N/A	knockdown	human pancreatic ductal epithelial (HPDE) cells , HPDE cells	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	HOTAIR丨bind丨EZH2|downregulate|miR-34a |induce| heterochromatin formation	27594424	2017	HOTAIR played a critical role in EZH2-mediated repression of miR-34a, as knockdown of HOTAIR attenuated the miR-34a inhibition effect in EZH2-overexpressing HPDE cells.
EL1841	HOTAIR	Homo sapiens	self-renewal of LSC	N/A	Recruiting protein complexes	Disease diagnosis	acute myeloid leukemia	Cancer	N/A	N/A	knockdown	LSC than normal hematological stem and progenitor cells (HSPCs)	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	HOTAIR丨bind|EZH2|downregulate丨p15 expression丨promote|AML	30172749	2018	Long noncoding RNA HOTAIR promotes the self-renewal of leukemia stem cells through epigenetic silencing of p15.
EL1841	HOTAIR	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	breast cancer	Cancer	N/A	N/A	RIP	orthotopic breast cancer models	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	ADQ丨interfering丨HOTAIR/EZH2 interaction丨impairing丨the H3K27-mediated tri-methylation of NLK	30764859	2019	Targeted design and identification of AC1NOD4Q to block activity of HOTAIR by abrogating the scaffold interaction with EZH2.
EL1841	HOTAIR	Homo sapiens	Disease-relevant functions	N/A	Recruiting protein complexes	Disease treatment	breast cancer	Cancer	AQB	N/A	RIP, ChIRP, qRT-PCR, western blot	breast cancer and glioblastoma patient-derived xenograft (PDX)	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	HOTAIR|bind|EZH2 |bind|PRC2|downregulate|APC2|activate|Wnt/β-catenin signaling|promote|breast cancer and glioblastoma	31367244	2019	AQB is a HOTAIR-EZH2 inhibitor, which blocks PRC2 recruitment and has great potential as an effective agent for targeted cancer therapy.
EL1841	HOTAIR	Homo sapiens	Cell proliferation	Nucleus	Recruiting protein complexes	Disease diagnosis	pre-eclampsia	Others	N/A	N/A	qRT-PCR, RIP, ChIP, overexpression	PE tissues and cell lines	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	HOTAIR丨bind| EZH2|downregulate丨 miR-106a丨promote丨PE	32320706	2020	High level of HOTAIR repressed the proliferation, migration and invasion of trophoblast cells through targeting miR-106 in an EZH2-dependent manner.
EL1841	HOTAIR	Homo sapiens	Cell proliferation	N/A	Recruiting protein complexes	Promote disease	breast cancer	Cancer	N/A	N/A	Overexpression	xenografts in nude mice	N/A	up-regulated	interaction	EZH2	Regulate	down-regulated	lncRNA-Protein	binding	HOTAIR|bind|EZH2|Promote|DNA Repair and Radioresistance of Breast Cancer	33136445	2020	lncRNA HOTAIR Promotes DNA Repair and Radioresistance of Breast Cancer via EZH2.
EL1841	HOTAIR	Homo sapiens	Cell proliferation	N/A	Recruiting protein complexes	Promote disease	hepatocellular carcinoma	Cancer	Curcuma	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	hepatocellular carcinoma tissues	N/A	up-regulated	interaction	EZH2	Regulate	down-regulated	lncRNA-mRNA	binding	Hotair|bind|EZH2|promote|hepatocellular carcinoma	34265379	2021	Histone methylatic modification mediates the tumor-suppressive activity of curcumol in hepatocellular carcinoma via an Hotair/EZH2 regulatory axis.
EL1841	HOTAIR	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease treatment	ovarian cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot	ovarian cancer cells	N/A	up-regulated	interaction	EZH2	Regulate	down-regulated	lncRNA-Protein	binding	HOTAIR|bind| EZH2|upregulate|H3K27 |promote|anoikis-resistance capacity and spheroid formation of ovarian cancer cells	33502891	2021	LncRNA HOTAIR regulates anoikis-resistance capacity and spheroid formation of ovarian cancer cells by recruiting EZH2 and influencing H3K27 methylation.
EL1841	HOTAIR	Homo sapiens	Cell proliferation	N/A	Recruiting protein complexes	Promote disease	nasopharyngeal carcinoma	Cancer	N/A	N/A	knockdown, gain- and loss-of functions assays	NPC tissues and cells	N/A	up-regulated	interaction	EZH2	Regulate	down-regulated	lncRNA-Protein	binding	HOTAIR|bind|EZH2|upregulate|E-cadherin|promote|nasopharyngeal carcinoma	33965547	2021	LncRNA HOTAIR regulates the expression of E-cadherin to affect nasopharyngeal carcinoma progression by recruiting histone methylase EZH2 to mediate H3K27 trimethylation.
EL1841	HOTAIR	Homo sapiens	Apoptosis	N/A	Gene regulation	Disease treatment	neonatal hypoxic/ischemic encephalopathy	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression	human brain microvascular endothelial cells	N/A	up-regulated	interaction	EZH2	Regulate	down-regulated	lncRNA-Protein	binding	HOTAIR|bind|EZH2|promote| mediates OGD/R-induced cell injury and angiogenesis	34976141	2022	LncRNA HOTAIR mediates OGD/R-induced cell injury and angiogenesis in a EZH2-dependent manner.
EL1841	HOTAIR	Homo sapiens	Disease-relevant functions	N/A	Transcription regulation	Prognosis	lung adenocarcinoma	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	adenocarcinoma tissues from 83 adenocarcinoma cases	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	regulation	HOTAIR |upregulate|EZH2 | promote| lung adenocarcinoma	35245884	2022	In the survival analysis using stage-I cases, both HOTAIR expression and EZH2 protein levels were associated with a worse prognosis and The high-HOTAIR and high-EZH2 (protein) status, compared to the low-low, is proposed as an independent prognostic marker for stage I cases.
EL1841	HOTAIR	Homo sapiens	pancreatic cancer resistance to TNF-related apoptosis-inducing ligand	N/A	Recruiting protein complexes	Therapeutic target	pancreatic cancer	Cancer	TRAIL	N/A	qRT-PCR, western blot, luciferase reporter assays	Human pancreatic cancer cell lines MiaPaCa-2, BxPC3,Suit2, and PANC-1	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	HOTAIR丨bind丨EZH2 丨downregulate丨DR5 expression丨promote丨 pancreatic cancer resistance to TNF-related apoptosis-inducing ligand	28476883	2017	The long non-coding RNA HOTAIR enhances pancreatic cancer resistance to TNF-related apoptosis-inducing ligand.
EL1841	HOTAIR	Homo sapiens	Cell proliferation	N/A	Transcription regulation	Disease diagnosis	nasopharyngeal carcinoma	Cancer	N/A	N/A	qRT-PCR	nasopharyngeal carcinoma cells	N/A	up-regulated	interaction	FASN	Regulate	up-regulated	lncRNA-Protein	regulation	HOTAIR |upregulate| FASN|promote| NPC	29228426	2017	Knockdown of HOTAIR led to downregulation of FASN in NPC cells, thus suppressing cell proliferation and invasion
EL1841	HOTAIR	Homo sapiens	Disease-relevant functions	N/A	Transcription regulation	Promote disease	pancreatic adenocarcinoma	Cancer	N/A	N/A	qRT-PCR, western blot, overexpression	tumor tissues and adjacent healthy tissue, adenocarcinoma cell lines	N/A	up-regulated	interaction	HK2	Regulate	up-regulated	lncRNA-Protein	regulation	HOTAIR|upregulate| HK2| promote|  pancreatic adenocarcinoma	31452722	2019	Long non-coding RNA HOTAIR promotes cancer cell energy metabolism in pancreatic adenocarcinoma by upregulating hexokinase-2.
EL1841	HOTAIR	Homo sapiens	Cell proliferation	Cytoplasm	Signaling pathways regulation	Therapeutic target	esophageal cancer	Cancer	N/A	N/A	qRT-PCR, FISH, RIP, ChIP, Western blot, Luciferase reporter assays	KYSE150, EC109, and TE-1 cells	N/A	up-regulated	interaction	MTHFR	Regulate	up-regulated	lncRNA-Protein	regulation	HOTAIR |upregulate | MTHFR|promote|EC cells to 5-FU-based chemotherapy	32653028	2020	our study proposes that pharmacologic targeting of lncRNA HOTAIR sensitizes EC cells to 5-FU-based chemotherapy by attenuating the promoter hypermethylation of the MTHFR in EC.
EL1841	HOTAIR	Homo sapiens	Cell proliferation	N/A	Signaling pathways regulation	Promote disease	endometrial carcinoma	Cancer	N/A	N/A	Overexpression, knockdown, RNA pulldown	EC tissues,	N/A	up-regulated	interaction	PTEN	Regulate	up-regulated	lncRNA-Protein	binding	HOTAIR丨bind丨PTEN|activate|PI3K/Akt pathway|Promote| Endometrial Carcinoma	31527078	2019	Long Noncoding RNA HOTAIR Promotes Endometrial Carcinoma Cell Proliferation by Binding to PTEN via the Activating Phosphatidylinositol 3-Kinase/Akt Signaling Pathway.
EL1841	HOTAIR	Homo sapiens	Cell proliferation	cytoplasm and nucleus	Signaling pathways regulation	Promote disease	osteoarthritis	Others	Baicalin	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays, ELISA	OA chondrocytes	N/A	up-regulated	interaction	PTEN	Regulate	down-regulated	lncRNA-Protein	regulation	HOTAIR |downregulate|  PTEN|activate|PI3K/AKT pathway |promote| OA inflammatory responses	36635778	2023	HOTAIR was highly expressed in OA-CHs, which facilitated OA inflammatory responses by orchestrating inflammatory cytokines and the PTEN/PI3K/AKT pathway.
EL1844	HOTAIRM1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	breast cancer	Cancer	tamoxifen	N/A	knockdown	tamoxifen-resistant MCF7 (TAMR) cells	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	HOTAIRM1丨interacts丨with EZH2丨prevents丨the PRC2 complex丨from丨binding and depositing丨H3K27me3 on the putative promoter of HOXA1	32284737	2020	The LncRNA HOTAIRM1 Promotes Tamoxifen Resistance by Mediating HOXA1 Expression in ER+ Breast Cancer Cells.
EL1846	HOTTIP	Homo sapiens	Apoptosis	Nucleus	Recruiting protein complexes	Therapeutic target	chronic myeloid leukemia	Cancer	IM	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	K562 and IR-K562 cells	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	HOTTIP|bind|EZH2|downregulate|PTEN|promote|CML	36117724	2022	lncRNA HOTTIP Recruits EZH2 to Inhibit PTEN Expression and Participates in IM Resistance in Chronic Myeloid Leukemia.
EL1851	HOXA11-AS	Homo sapiens	EMT	nucleus and cytoplasm	Recruiting protein complexes	Disease diagnosis	non-small cell lung cancer	Cancer	N/A	N/A	qRT-PCR, knockdown,western-blot, RIP, ChIP	tumor tissue and adjacent normal tissue samples non-small cell lung cancer （NSCLC） patients	N/A	up-regulated	interaction	DNMT1	Regulate	up-regulated	lncRNA-Protein	binding	HOXA11-AS丨bind丨EZH2 and DNMT1丨 downregulate丨miR-202b expression丨promote| cell EMT in NSCLC	28615992	2017	lncRNA HOXA11-AS promoted cell EMT and suppressed miR-200b expression by interacting with EZH2 and DNMT1 in NSCLC cells.
EL1851	HOXA11-AS	Homo sapiens	Disease-relevant functions	N/A	Recruiting protein complexes	Metastasis 	gastric cancer	Cancer	N/A	N/A	qRT-PCR,knockdown, overexpression, RIP, ChIP	gastric cancer (GC) cell	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	HOXA11-AS丨bind 丨EZH2丨downregulate丨KLF2 丨promote|GC	28441948	2017	HOXA11-AS not only could promote GC cells migration and invasion in vitro, but also promotes GC cells metastasis in vivo, at least in part, by regulating β-catenin and KLF2.
EL1851	HOXA11-AS	Homo sapiens	EMT	nucleus and cytoplasm	Recruiting protein complexes	Disease diagnosis	non-small cell lung cancer	Cancer	N/A	N/A	qRT-PCR, knockdown,western-blot, RIP, ChIP	tumor tissue and adjacent normal tissue samples non-small cell lung cancer (NSCLC)  patients	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	HOXA11-AS丨bind丨EZH2 and DNMT1丨 downregulate丨miR-202b expression丨promote| cell EMT in NSCLC	28615992	2017	Our results showed that up-regulation of lncRNA HOXA11-AS predicted cell epithelial-mesenchymal transition (EMT) by inhibiting miR-200b expression in NSCLC.
EL1851	HOXA11-AS	Homo sapiens	Cell proliferation	N/A	Gene regulation	Disease diagnosis	pre-eclampsia	Others	N/A	N/A	knockdown, overexpression, RNA-seq	preeclamptic placental tissues, trophoblast cell	N/A	down-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	HOXA11-AS丨recruit丨Ezh2 and Lsd1 protein丨regulate丨RND3 mRNA expression丨in the nucleus	30195759	2018	Downregulated lncRNA HOXA11-AS Affects Trophoblast Cell Proliferation and Migration by Regulating RND3 and HOXA7 Expression in PE.
EL1851	HOXA11-AS	Homo sapiens	Cell proliferation	N/A	Transcription regulation	Therapeutic target	oral squamous cell carcinoma	Cancer	N/A	N/A	qRT-PCR, knockdown	human OSCC tissues and cell lines	N/A	down-regulated	interaction	NQO1	Regulate	up-regulated	lncRNA-Protein	regulation	HOXA11-AS|downregulate|NQO1|inhibit|Oral Squamous Cell Carcinoma	36142607	2022	HOXA11-AS may strongly suppress high-grade OSCC by regulating both NQO1 and NQO2.
EL1851	HOXA11-AS	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	non-small cell lung cancer	Cancer	N/A	N/A	microarray, knockdown, overexpression,	NSCLC cells	N/A	up-regulated	interaction	PDE4D	Regulate	N/A	lncRNA-Protein	co-expression	HOXA11-AS丨negatively丨correlate with丨PDE4D	29616096	2018	A comprehensive analysis of the predicted targets of miR-642b-3p associated with the long non-coding RNA HOXA11-AS in NSCLC cells.
EL1859	HOXA-AS2	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Therapeutic target	gastric cancer	Cancer	N/A	N/A	microarray, qRT-PCR, western blot, Luciferase reporter assay	gastric cancer tissue, cell lines (BGC823, SGC7901, AGS)	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	HOXA-AS2丨repress丨the expression of P21, PLK3, and DDIT3丨via丨binding with丨EZH2 (enhaner of zeste homolog 2), a key component of PRC2	26384350	2015	Here, we reported that HOXA cluster antisense RNA2 (HOXA-AS2), a 1048bp RNA, was upregulated in GC. Increased HOXA-AS2 expression in GC was associated with larger tumor size and higher clinical stage; patients with higher levels of HOXA-AS2 expression had a relatively poor prognosis. HOXA-AS2 could be an oncogene for GC partly through suppressing P21, PLK3, and DDIT3 expression; HOXA-AS2 may be served as a candidate prognostic biomarker and target for new therapies in human GC.
EL1859	HOXA-AS2	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	colorectal cancer	Cancer	N/A	N/A	qRT-PCR,Western blot, RIP	CRC tissue	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	HOXA-AS2丨interact with丨EZH2 (enhancer of zeste homolog 2), LSD1 (lysine specific demethylase 1)丨recruit丨 them丨to丨p21 (CDKN1A), KLF2 promoter regions丨to丨repress丨their transcription	28112720	2017	Long noncoding RNA HOXA-AS2 represses P21 and KLF2 expression transcription by binding with EZH2, LSD1 in colorectal cancer.
