ID	LncRNA name	Species	Biological processes	Cellular component	Molecular fucntions	Clinical applications	Disease	Disease category	drug Resistance/chemoresistance/stress	Mutation	Methods	Sample	Organoid	Expression pattern	Function type	Interaction target	Mode of interaction	Expression pattern of Interaction target	Level of interaction	Type of interaction	Detailed Pathway	PMID	Year	Description of disease/function/interaction	Matches
EL2018	KCNQ1OT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Cytoplasm	chordoma	Cancer	N/A	N/A	qRT-PCR, Western blot	chordoma cells	N/A	up-regulated	interaction	miR-27b-3p	Regulate	down-regulated	lncRNA-miRNA	binding	KCNQ1OT1|bind| miR-27b-3p| upregulate| MDR|promote|hordoma	32922083	2020	KCNQ1OT1 promoted MDR in chordoma by sponging miR-27b-3p and subsequently increasing ATF2 expression.	
EL2018	KCNQ1OT1	Homo sapiens	Apoptosis	N/A	Signaling pathways regulation	N/A	neuroblastoma	Cancer	N/A	N/A	qRT-PCR, western blot, mimics, RIP, Biotin pull-down	neuroblastoma cells	N/A	down-regulated	interaction	miR-296-5p	Regulate	N/A	lncRNA-miRNA	binding	KCNQ1OT1丨sponged丨miR-296-5p丨and丨impaired丨its effect丨on丨NB cell apoptosis	31433907	2020	Long noncoding RNA KCNQ1OT1 promotes apoptosis in neuroblastoma cells by regulating miR-296-5p/Bax axis.	
EL2018	KCNQ1OT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	N/A	cervical cancer	Cancer	N/A	N/A	qRT-PCR, Western blot, overexpression	cervical cancer cells	N/A	up-regulated	interaction	miR-296-5p	Regulate	down-regulated	lncRNA-miRNA	binding	KCNQ1OT1|bind|miR-296-5p|upregulate|HYOU1|promote|the progression of cervical cancer and tumor growth	34704918	2021	Long non-coding RNA KCNQ1OT1 facilitates the progression of cervical cancer and tumor growth through modulating miR-296-5p/HYOU1 axis.	
EL2018	KCNQ1OT1	Homo sapiens	Apoptosis , Cell proliferation	N/A	Sponging miRNAs	N/A	hepatocellular carcinoma	Cancer	N/A	N/A	qRT-PCR, Western blot, overexpression	HCC cells	N/A	up-regulated	interaction	miR-29a-3p	Regulate	down-regulated	lncRNA-miRNA	binding	KCNQ1OT1|miR-29a-3p|upregulate|CBX3| promote| the effect of sevoflurane on hepatocellular carcinoma progression	34008749	2021	lncRNA KCNQ1OT1 reverses the effect of sevoflurane on hepatocellular carcinoma progression via regulating the miR-29a-3p/CBX3 axis.	
EL2018	KCNQ1OT1	Homo sapiens	EMT	N/A	Sponging miRNAs	N/A	age-related cataract	Others	N/A	N/A	qRT-PCR, overexpression, Western blot, Luciferase reporter assays	lens epithelial cells	N/A	down-regulated	interaction	miR-29c-3p	Regulate	up-regulated	lncRNA-miRNA	binding	KCNQ1OT1|bind|miR-29c-3p|promote| modulates FOS expression to repress EMT and cell proliferation while induces apoptosis in TGF-β2-treated lens epithelial cells regulated	32534225	2020	MicroRNA miR-29c-3p modulates FOS expression to repress EMT and cell proliferation while induces apoptosis in TGF-β2-treated lens epithelial cells regulated by lncRNA KCNQ1OT1	
EL2018	KCNQ1OT1	Homo sapiens	Disease-relevant functions	N/A	Signaling pathways regulation	Exosome	colorectal cancer	Cancer	N/A	N/A	qRT-PCR, RIP assay, Dual-luciferase reporter gene assay , Cell Counting Kit (CCK)-8,	normal tissues , tumor tissues	N/A	up-regulated	interaction	miR-30a-5p	Regulate	down-regulated	lncRNA-miRNA	regulation	KCNQ1OT1 | bind | miR-30a-5p | regulate | PD-L1 Ubiquitination	34350172	2021	Tumor cell-derived exosomes' KCNQ1OT1 could regulate PD-L1 ubiquitination through miR-30a-5p/USP22 to promote colorectal cancer immune escape.	
EL2018	KCNQ1OT1	Homo sapiens	Apoptosis	N/A	Sponging miRNAs	N/A	neuroinflammation	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	HMC3 cells	N/A	up-regulated	interaction	miR-30e-3p	Regulate	down-regulated	lncRNA-miRNA	binding	KCNQ1OT1|bind|miR-30e-3p|upregulate|NLRP3|promote|Neuroinflammation and Neuronal Apoptosis	33981152	2021	Inhibition of Long Non-Coding RNA KCNQ1OT1 Attenuates Neuroinflammation and Neuronal Apoptosis Through Regulating NLRP3 Expression via Sponging miR-30e-3p.	
EL2018	KCNQ1OT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	N/A	hypertrophic scar	Others	N/A	N/A	qRT-PCR	Hypertrophic scar cells	N/A	up-regulated	interaction	miR-3187-3p	Regulate	down-regulated	lncRNA-miRNA	binding	MAPK1, FOSL2, ABI2, KPNA6, CBL, LncRNA-KCNQ1OT1, LncRNA-EBLN3P|bind|miR-422a, miR-2116-3p, miR-3187-3p|promote| HTS	34715879	2021	miR-422a, miR-2116-3p, and miR-3187-3p were all downregulated in HTS tissues and fibroblasts.The three-miRNA ceRNA network included 2 LncRNAs with 9 genes, where MAPK1, FOSL2, ABI2, KPNA6, CBL, LncRNA-KCNQ1OT1, and LncRNA-EBLN3P were upregulated.	
EL2018	KCNQ1OT1	Homo sapiens	Cell Differentiation	N/A	Sponging miRNAs	N/A	N/A	N/A	N/A	N/A	qRT-PCR, dual-luciferase, knockdown, western blot,	hBMSCs) treated with osteogenic medium (OM)	N/A	up-regulated	interaction	miR-320a	Regulate	N/A	lncRNA-miRNA	binding	KCNQ1OT1丨directly丨bound to丨miR-320a丨and丨KCNQ1OT1 knockdown丨 reduced丨OCN丨 by丨suppressing丨miR-320a expression	32271402	2020	KCNQ1OT1 promoted osteogenic differentiation of hBMSCs by regulating Smad5 expression via sponging miR-320a.	
EL2018	KCNQ1OT1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	N/A	acute myeloid leukemia	Cancer	N/A	N/A	qRT-PCR, western blot, Luciferase reporter assays, RIP, RNA pull-down, knockdown, overexpression	The human myeloid leukemia cell lines HL-60 , U937 cells	N/A	up-regulated	interaction	miR-326	Regulate	N/A	lncRNA-miRNA	binding	KCNQ1OT1丨regulated丨AML cell proliferation丨apoptosis丨and丨differentiation丨 by丨sponging丨miR-326	31390869	2020	LncRNA KCNQ1OT1 controls cell proliferation, differentiation and apoptosis by sponging miR-326 to regulate c-Myc expression in acute myeloid leukemia.	
EL2018	KCNQ1OT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	N/A	colorectal cancer	Cancer	N/A	N/A	qRT-PCR, Western blot, Luciferase reporter assays	CRC tissues and cells	N/A	up-regulated	interaction	miR-329-3p	Regulate	down-regulated	lncRNA-miRNA	binding	KCNQ1OT1 | bind | miR-329-3p| upregulate | CTNND1|promote|the progression of CRC	32760218	2020	KCNQ1OT1 could positively regulate CTNND1 expression by sponging miR-329-3p, thereby boosting the progression of CRC	
EL2018	KCNQ1OT1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	N/A	hepatocellular carcinoma	Cancer	N/A	N/A	qRT-PCR, Western blot, Luciferase reporter assays	hepatocellular cell	N/A	up-regulated	interaction	miR-338-3p	Regulate	down-regulated	lncRNA-miRNA	binding	KCNQ1OT1| downregulate|miR-338-3p| inhibit|on autophagy and drug resistance of hepatocellular carcinoma cells	32538770	2020	Effect of lncRNA KCNQ1OT1 on autophagy and drug resistance of hepatocellular carcinoma cells by targeting miR-338-3p	
EL2018	KCNQ1OT1	Homo sapiens	Disease-relevant functions	N/A	Signaling pathways regulation	N/A	acute promyelocytic leukemia	Cancer	Arsenic trioxide	N/A	overexpression, knockdown, qRT-PCR, Western blot	mice or primary cultured mouse cardiomyocytes	N/A	down-regulated	interaction	miR-34a-5p	Regulate	up-regulated	lncRNA-miRNA	regulation	Kcnq1ot1|trans|miR-34a-5p|promote|ATO-induced apoptosis in cardiomyocytes	36707890	2023	The lncRNA Kcnq1ot1/miR-34a-5p/Sirt1 pathway is involved in ATO-induced cardiotoxicity. Propranolol can attenuate ATO-induced cardiotoxicity at least partially through the lncRNA Kcnq1ot1/miR-34a-5p/Sirt1 pathway.	
EL2018	KCNQ1OT1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	N/A	osteosarcoma	Cancer	N/A	N/A	luciferase reporter assay, RIP, RNA pull-down	N/A	N/A	up-regulated	interaction	miR-34c-5p	Regulate	N/A	lncRNA-miRNA	binding	KCNQ1OT1丨functions as丨a ceRNA丨by丨sponging丨miR-34c-5p	32332718	2020	LncRNA KCNQ1OT1 sponges miR-34c-5p to promote osteosarcoma growth via ALDOA enhanced aerobic glycolysis.	
EL2018	KCNQ1OT1	Homo sapiens	OS cell proliferation, migration, invasion	N/A	Sponging miRNAs	N/A	osteosarcoma	Cancer	N/A	N/A	knockdown, overexpression	OS tissues and cells	N/A	up-regulated	interaction	miR-3666	Regulate	down-regulated	lncRNA-miRNA	binding	KCNQ1OT1 |bind|miR-3666|upregulate|KLF7|activate| Wnt/β-catenin signaling|promote| OS progression	33416089	2021	KCNQ1OT1 facilitates OS progression and activates Wnt/β-catenin signaling by targeting the miR-3666/KLF7 axis.	
EL2018	KCNQ1OT1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	N/A	childhood pneumonia	Others	N/A	N/A	qRT-PCR, DLR, RIP, Western blot, ELISA	lung-derived diploid fibroblasts	N/A	up-regulated	interaction	miR-370-3p	Regulate	down-regulated	lncRNA-miRNA	regulation	KCNQ1OT1 | downregulate | miR-370-3p expression | downregulate | FOXM1 expression | alleviate | LPS-induced lung injury	34301223	2021	Silencing of KCNQ1OT1 alleviates LPS-induced lung injury by regulating the miR-370-3p/FOXM1 axis in childhood pneumonia	
EL2018	KCNQ1OT1	Homo sapiens	Cell proliferation	N/A	Gene regulation	N/A	glioma	Cancer	N/A	N/A	qRT-PCR, western blot	U251 and U87-MG	N/A	up-regulated	interaction	miR-375	Regulate	down-regulated	lncRNA-miRNA	binding	KCNQ1OT1| target| miR-375|regulate|YAP| promote| proliferation and invasion of glioma cells	33125099	2020	lncRNA KCNQ1OT1 promotes proliferation and invasion of glioma cells by targeting the miR-375/YAP pathway	
EL2018	KCNQ1OT1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	N/A	posterior capsule opacification	Others	Curcumin	N/A	qRT-PCR, knockdown, Dual-luciferase reporter assays, RIP	TGF-β2-induced SRA01/04 cells	N/A	up-regulated	interaction	miR-377-3p	Regulate	down-regulated	lncRNA-miRNA	binding	KCNQ1OT1|bind|miR-377-3p|upregulate|COL1A2|promote|Proliferation, Migration, and Invasion in Lens Epithelial Cells	35179079	2022	Curcumin Suppresses TGF-β2-Induced Proliferation, Migration, and Invasion in Lens Epithelial Cells by Targeting KCNQ1OT1/miR-377-3p/COL1A2 Axis in Posterior Capsule Opacification.	
EL2018	KCNQ1OT1	Homo sapiens	Disease-relevant functions	N/A	mRNA translation regulation	N/A	colon adenocarcinoma	Cancer	N/A	N/A	knockdown, overexpression	colon adenocarcinoma cells	N/A	up-regulated	interaction	miR-423-5p	Regulate	down-regulated	lncRNA-miRNA	binding	KCNQ1OT1|bind|miR-423-5p|MFAP2|promote| colon adenocarcinoma.	34704601	2021	long non-coding RNA-KCNQ1OT1 mediates miR-423-5p/microfibril-associated protein 2 axis in colon adenocarcinoma.	
EL2018	KCNQ1OT1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	N/A	osteosarcoma	Cancer	N/A	N/A	qRT-PCR, loss of function assay, overexpression, rescue experiments	Human osteoblast cell line hFOB1.19 and osteosarcoma cell lines (HOS, SaOS2, MG-63, and U2OS)	N/A	up-regulated	interaction	miR-4458	Regulate	N/A	lncRNA-miRNA	binding	KCNQ1OT1丨acting as丨sponge丨for丨miR-4458丨antagonized丨its tumor-suppressive impact丨on丨CCND2 expression	31392505	2019	KCNQ1OT1 boosts cell proliferation and migration and inhibits apoptosis of OS cells through targeting miR-4458 and upregulating CCND2.	
EL2018	KCNQ1OT1	Homo sapiens	Cell proliferation	N/A	Gene regulation	N/A	cervical cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression	cervical cancer cells	N/A	up-regulated	interaction	miR-491-5p	Regulate	down-regulated	lncRNA-miRNA	binding	KCNQ1|BIND|microRNA-491-5p|Promote| opposite strand/antisense transcRIPt 1 promotes aggressive biological behaviors of cervical cancer cells	33146005	2020	KCNQ1 opposite strand/antisense transcRIPt 1 promotes aggressive biological behaviors of cervical cancer cells via regulating microRNA-491-5p and pyruvate kinase M1/2	
EL2018	KCNQ1OT1	Homo sapiens	Apoptosis	N/A	Signaling pathways regulation	N/A	spinal cord injury	Others	N/A	N/A	qRT-PCR	Mouse model	N/A	up-regulated	interaction	miR-589-5p	Regulate	differential expression	lncRNA-miRNA	binding	KCNQ1OT1|cis|miR-589-5p|promote|inflammatory response and apoptosis of microglia	35703693	2022	KCNQ1OT1 promoted inflammatory response and apoptosis of microglia by regulating the miR-589-5p/NPTN axis after SCI	
EL2018	KCNQ1OT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	N/A	hepatocellular carcinoma	Cancer	N/A	N/A	knockdown, dual-luciferase reporter assay	HepG2 and Huh7 cells	N/A	up-regulated	interaction	miR-7-5p	Regulate	N/A	lncRNA-miRNA	binding	KCNQ1OT1丨regulated丨the expression丨of丨ABCC1丨via丨endogenous sponging miR-7-5p	29966655	2018	KCNQ1OT1 modulated oxaliplatin resistance in hepatocellular carcinoma through miR-7-5p/ABCC1 axis, indicating a novel approach for the treatment of hepatocellular carcinoma.	
EL2018	KCNQ1OT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	N/A	cardiomyocyte ferroptosis	Others	N/A	N/A	knockdown	cardiomyocyte ferroptosis cells	N/A	up-regulated	interaction	miR-7-5p	Regulate	down-regulated	lncRNA-miRNA	binding	METTL14|upregulate|KCNQ1OT1|bind|miR-7-5p|upregulate|TFRC| promote| doxorubicin-induced cardiomyocyte ferroptosis	34648132	2021	METTL14 promotes doxorubicin-induced cardiomyocyte ferroptosis by regulating the KCNQ1OT1-miR-7-5p-TFRC axis.	
EL2018	KCNQ1OT1	Homo sapiens	Senescence and Calorie Restriction	N/A	Sponging miRNAs	N/A	N/A	N/A	LPS	N/A	qRT-PCR	Human diploid fibroblast IMR-90 cells, Human breast cancer MCF-7 cells, colon cancer HCT116 cells (ATCC), IMR-90 cells	N/A	down-regulated	interaction	miR-760	Regulate	up-regulated	lncRNA-miRNA	binding	KCNQ1OT1|bind|miR-760|upregulate|CK2α|inhibit|Senescence and Calorie Restriction	35163809	2022	the KCNQ1OT1-miR-760 axis was involved in both lipopolysaccharide-mediated CK2α reduction and calorie restriction (CR)-mediated CK2α induction in these cells	
EL2018	KCNQ1OT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	N/A	glioma	Cancer	temozolomide	N/A	qRT-PCR, western blot, Luciferase reporter assays, overexpression, knockdown	TMZ-resistant glioma cells, TMZ-sensitive cells, TMZ-resistant U251 mouse models	N/A	up-regulated	interaction	miR-761	Regulate	down-regulated	lncRNA-miRNA	binding	KCNQ1OT1 | bind | miR-761 | downregulate | PIM1 | promote|Gliomas Resistance to Temozolomide and Enhances Cell Growth	32897512	2022	KCNQ1OT1 conferred TMZ resistance by releasing PIM1 expression from miR-761, resulting in the upregulation of PIM-mediated MDR1, c-Myc, and Survivin.	
EL2018	KCNQ1OT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	N/A	traumatic brain injury	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, RIP, Luciferase reporter assays, ELISA	An in-vivo TBI model	N/A	down-regulated	interaction	miR-873-5p	Regulate	down-regulated	lncRNA-miRNA	binding	KCNQ1OT1 | bind | miR-873-5p | inhibit | TRAF6 |activate | p38 and NF-κB pathway | inhibit | traumatic brain injury	33713751	2021	KCNQ1OT1 functioned as a competitive endogenous RNA (ceRNA) by sponging miR-873-5p, which targeted the 3' untranslated region (UTR) of TRAF6. Overall, our data confirmed that downregulating lncRNA KCNQ1OT1 exerted neuroprotective effects on TBI mice by modulating the miR-873-5p-TRAF6-p38/NF-κB axis.	
EL2018	KCNQ1OT1	Homo sapiens	Apoptosis , Cell proliferation	N/A	Sponging miRNAs	N/A	diabetic nephropathy	Others	N/A	N/A	qRT-PCR, knockdown, Western blot	Diabetic nephropathy cells	N/A	up-regulated	interaction	miR-93-5p	Regulate	down-regulated	lncRNA-miRNA	binding	KCNQ1OT1|bind|miR-93-5p|upregulate|ROCK2 | promote|the development of diabetic nephropathy	34654473	2021	LncRNA KCNQ1OT1 promotes the development of diabetic nephropathy by regulating miR-93-5p/ROCK2 axis.	
EL2018	KCNQ1OT1	Homo sapiens	cell proliferation, invasion, and migration	N/A	Sponging miRNAs	N/A	breast cancer	Cancer	N/A	N/A	qRT-PCR	112 BRCA tissue samples, 112 paired paracancerous tissue samples, and 473 patients with stage N+M0 BRCA 	N/A	up-regulated	interaction	miR-9-5p	Regulate	up-regulated	lncRNA-miRNA	binding	KCNQ1OT1|bind|miR-9-5p|bind|CDH1|promote|BRCA cell proliferation	35785160	2022	A lncRNA KCNQ1OT1-LINC00665-TUG1/miR-9-5p/CDH1 regulatory axis of the ceRNA network might promote BRCA cell proliferation	
EL2022	KDM4A-AS1	Homo sapiens	EMT	N/A	Gene regulation	N/A	hepatocellular carcinoma	Cancer	N/A	N/A	knockdown, overexpression	hepatocellular carcinoma cells	N/A	up-regulated	interaction	miR-411-5p	Regulate	down-regulated	lncRNA-miRNA	regulation	HIF-1α|activate|KDM4A-AS1|downregulate|miR-411-5p|upregulate|KPNA2/AKT pathway| promote| hepatocellular carcinoma progression	34903711	2021	HIF-1α-activated long non-coding RNA KDM4A-AS1 promotes hepatocellular carcinoma progression via the miR-411-5p/KPNA2/AKT pathway.	
EL2024	KDM7A-DT	Homo sapiens	neuronal injury	N/A	Sponging miRNAs	N/A	brachial plexus injury	Others	N/A	N/A	qRT-PCR, Western blot, Luciferase reporter assays, RIP	A total brachial plexus root avulsion (tBPRA) model in adult rats, IL-1β-treated motor neuron-like NSC-34 cells , LPS-treated microglia cell line BV2	N/A	down-regulated	interaction	miR-101-3p	Regulate	up-regulated	lncRNA-miRNA	binding	JHDM1D-AS1 | bind | miR-101-3p | bind | DUSP1 3'UTR	33039970	2020	JHDM1D-AS1 may act as a competitive endogenous RNA targeting miR-101-3p, which bound on the 3'UTR of DUSP1 mRNA.	
EL2024	KDM7A-DT	Homo sapiens	Apoptosis	N/A	Sponging miRNAs	N/A	parkinson's disease	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression	Parkinson's Disease cells	N/A	down-regulated	interaction	miR-134-5p	Regulate	up-regulated	lncRNA-miRNA	binding	JHDM1D-AS1|bind|miR-134-5p|downregulate|PIK3R3| inhibit| MPP + -Induced Neuronal Injury in Parkinson's Disease	34773593	2021	LncRNA JHDM1D-AS1 Suppresses MPP + -Induced Neuronal Injury in Parkinson's Disease via miR-134-5p/PIK3R3 Axis.	
EL2024	KDM7A-DT	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	N/A	breast cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	BC cells	N/A	up-regulated	interaction	miR-940	Regulate	down-regulated	lncRNA-miRNA	binding	JHDM1D-AS1|bind|miR-940|downregulate|ARTN|promote|breast cancer	36862282	2023	JHDM1D-AS1-driven inhibition of miR-940 releases ARTN expression to induce breast carcinogenesis	
EL2027	KIAA0087	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	N/A	osteosarcoma	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	osteosarcoma tissues	N/A	down-regulated	interaction	miR-411-3p	Regulate	up-regulated	lncRNA-miRNA	binding	KIAA0087|bind|miR-411-3p|upregulate|SOCS1|prevent|JAK2/STAT3 pathway|inhibit|osteosarcoma	37009803	2023	KIAA0087 enhanced SOCS1 expression to inactivate the JAK2/STAT3 pathway by sponging miR-411-3p.	
EL2029	KIF9-AS1	Homo sapiens	Apoptosis	N/A	Sponging miRNAs	N/A	inflammatory bowel disease	Others	N/A	N/A	qRT-PCR, knockdown, overexpression	colonic cells	N/A	up-regulated	interaction	miR-148a-3p	Regulate	down-regulated	lncRNA-miRNA	binding	KIF9-AS1|bind|microRNA-148a-3p|upregulate|SOCS3 | promote| cell Apoptosis in inflammatory bowel disease.	34750325	2021	Long noncoding RNA KIF9-AS1 promotes cell Apoptosis by targeting the microRNA-148a-3p/suppressor of cytokine signaling axis in inflammatory bowel disease.	
EL2029	KIF9-AS1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	N/A	renal cell carcinoma	Cancer	sorafenib	N/A	western blot, qRT-PCR, overexpression	RCC cells	N/A	up-regulated	interaction	miR-497-5p	Regulate	N/A	lncRNA-miRNA	binding	MiR-497-5p丨acted as丨key interaction factor丨for丨KIF9-AS1丨in丨RCC	32343913	2020	KIF9-AS1 played a positive role in drug resistance of RCC cells to sorafenib, potentially driving the development of targeted diagnostic and therapeutical approaches.	
EL2033	KLF3-AS1	Homo sapiens	NP cell survival, apoptosis, and ECM synthesis	N/A	Sponging miRNAs	N/A	intervertebral disc degeneration	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	intervertebral disc degeneration tissues	N/A	down-regulated	interaction	miR-10a-3p	Regulate	up-regulated	lncRNA-miRNA	binding	KLF3-AS1|bind|miR-10a-3p|regulate|ZBTB20|inhibit| intervertebral disc degeneration	37052702	2023	miR-10a-3p may target KLF3-AS1 and ZBTB20 and inhibit the expression of ZBTB20. Inhibition of miR-10a-3p enhanced NP cell viability, reduced apoptosis, and enhanced ECM synthesis.	
EL2033	KLF3-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	N/A	esophageal squamous cell carcinoma	Cancer	N/A	N/A	qRT-PCR	Esophageal squamous cell carcinoma cells	N/A	down-regulated	interaction	miR-185-5p	Regulate	N/A	lncRNA-miRNA	binding	LncRNA KLF3-AS1丨upregulate丨the expression丨of丨KLF3丨by丨binding to丨 miR-185-5p	32193151	2020	Collectively, this study indicated that lncRNA KLF3-AS1 inhibited ESCC cell invasion and migration by impairing miR-185-5p-mediated inhibition of KLF3, highlighting a promising novel potential target for ESCC treatment.	
